5.001000000000000000e+04,1.000000000000000000e+01,2.100000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+00
5.006000000000000000e+04,5.000000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,1.000000000000000000e+00
5.005000000000000000e+04,1.000000000000000000e+01,2.200000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+00
5.006000000000000000e+04,1.000000000000000000e+01,2.000000000000000000e+01,2.500000000000000000e+01,1.000000000000000000e+00
5.005000000000000000e+04,1.000000000000000000e+01,2.200000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+00
5.005000000000000000e+04,1.000000000000000000e+01,1.700000000000000000e+01,1.700000000000000000e+01,3.000000000000000000e+00
5.006000000000000000e+04,1.000000000000000000e+01,1.800000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+00
5.007000000000000000e+04,1.000000000000000000e+01,2.100000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+04,7.000000000000000000e+01,2.500000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+00
4.986000000000000000e+04,1.400000000000000000e+02,2.300000000000000000e+01,2.400000000000000000e+01,2.000000000000000000e+00
5.014000000000000000e+04,2.800000000000000000e+02,2.100000000000000000e+01,2.400000000000000000e+01,1.000000000000000000e+00
5.028000000000000000e+04,1.400000000000000000e+02,2.100000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+00
5.056000000000000000e+04,2.800000000000000000e+02,1.900000000000000000e+01,2.200000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+04,5.600000000000000000e+02,2.300000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+00
5.000000000000000000e+04,1.120000000000000000e+03,1.700000000000000000e+01,1.700000000000000000e+01,3.000000000000000000e+00
4.880000000000000000e+04,1.200000000000000000e+03,1.700000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
5.880000000000000000e+04,1.000000000000000000e+04,1.900000000000000000e+01,2.300000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+04,8.800000000000000000e+03,2.300000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
1.000000000000000000e+05,5.000000000000000000e+04,1.700000000000000000e+01,2.200000000000000000e+01,1.000000000000000000e+00
1.500000000000000000e+05,5.000000000000000000e+04,2.100000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+00
