5.000000000000000000e+04,7.000000000000000000e+00,2.500000000000000000e+01,2.200000000000000000e+01,3.000000000000000000e+00
4.996300000000000000e+04,3.700000000000000000e+01,3.200000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
4.995700000000000000e+04,6.000000000000000000e+00,2.800000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+00
4.994300000000000000e+04,1.400000000000000000e+01,1.200000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+00
4.991900000000000000e+04,2.400000000000000000e+01,1.400000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+00
4.994000000000000000e+04,2.100000000000000000e+01,1.200000000000000000e+01,2.300000000000000000e+01,1.000000000000000000e+00
4.990200000000000000e+04,3.800000000000000000e+01,1.600000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+00
4.993600000000000000e+04,3.400000000000000000e+01,9.000000000000000000e+00,2.400000000000000000e+01,1.000000000000000000e+00
4.992900000000000000e+04,7.000000000000000000e+00,1.700000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
4.988800000000000000e+04,4.100000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00
4.988000000000000000e+04,8.000000000000000000e+00,2.200000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+00
4.986200000000000000e+04,1.800000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
4.984300000000000000e+04,1.900000000000000000e+01,1.100000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+00
4.988300000000000000e+04,4.000000000000000000e+01,2.100000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+00
4.993000000000000000e+04,4.700000000000000000e+01,1.800000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+00
4.988100000000000000e+04,4.900000000000000000e+01,3.500000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+00
4.983900000000000000e+04,4.200000000000000000e+01,1.100000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+00
4.983900000000000000e+04,2.800000000000000000e+01,2.800000000000000000e+01,2.500000000000000000e+01,3.000000000000000000e+00
4.985200000000000000e+04,1.300000000000000000e+01,1.900000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+00
4.981000000000000000e+04,4.200000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00
4.984300000000000000e+04,3.300000000000000000e+01,4.000000000000000000e+00,2.200000000000000000e+01,1.000000000000000000e+00
4.984300000000000000e+04,1.100000000000000000e+01,2.200000000000000000e+01,2.200000000000000000e+01,3.000000000000000000e+00
4.986900000000000000e+04,2.600000000000000000e+01,9.000000000000000000e+00,2.200000000000000000e+01,1.000000000000000000e+00
4.986900000000000000e+04,1.500000000000000000e+01,3.100000000000000000e+01,2.400000000000000000e+01,3.000000000000000000e+00
4.991300000000000000e+04,4.400000000000000000e+01,1.900000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+00
4.986900000000000000e+04,4.400000000000000000e+01,1.400000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+00
4.984400000000000000e+04,2.500000000000000000e+01,2.700000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+00
4.984400000000000000e+04,1.000000000000000000e+00,4.300000000000000000e+01,2.500000000000000000e+01,3.000000000000000000e+00
4.985600000000000000e+04,1.200000000000000000e+01,7.000000000000000000e+00,2.200000000000000000e+01,1.000000000000000000e+00
4.982500000000000000e+04,3.100000000000000000e+01,2.900000000000000000e+01,2.100000000000000000e+01,2.000000000000000000e+00
4.986000000000000000e+04,3.500000000000000000e+01,2.000000000000000000e+01,2.400000000000000000e+01,1.000000000000000000e+00
4.983700000000000000e+04,2.300000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
4.983700000000000000e+04,2.500000000000000000e+01,3.500000000000000000e+01,2.300000000000000000e+01,3.000000000000000000e+00
4.985100000000000000e+04,1.400000000000000000e+01,2.100000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+00
4.981700000000000000e+04,3.400000000000000000e+01,2.200000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
4.978500000000000000e+04,3.200000000000000000e+01,2.300000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+00
4.974200000000000000e+04,4.300000000000000000e+01,2.900000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
4.978300000000000000e+04,4.100000000000000000e+01,7.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00
4.979800000000000000e+04,1.500000000000000000e+01,1.800000000000000000e+01,2.300000000000000000e+01,1.000000000000000000e+00
4.979400000000000000e+04,4.000000000000000000e+00,5.700000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+00
4.984100000000000000e+04,4.700000000000000000e+01,1.900000000000000000e+01,2.400000000000000000e+01,1.000000000000000000e+00
4.986300000000000000e+04,2.200000000000000000e+01,1.300000000000000000e+01,2.500000000000000000e+01,1.000000000000000000e+00
4.986300000000000000e+04,1.000000000000000000e+01,3.600000000000000000e+01,2.500000000000000000e+01,3.000000000000000000e+00
4.990100000000000000e+04,3.800000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,1.000000000000000000e+00
4.990100000000000000e+04,1.000000000000000000e+00,3.300000000000000000e+01,2.600000000000000000e+01,3.000000000000000000e+00
4.986000000000000000e+04,4.100000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00
4.989200000000000000e+04,3.200000000000000000e+01,2.000000000000000000e+01,2.300000000000000000e+01,1.000000000000000000e+00
4.989200000000000000e+04,0.000000000000000000e+00,6.000000000000000000e+00,2.100000000000000000e+01,2.000000000000000000e+00
4.988300000000000000e+04,9.000000000000000000e+00,1.400000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+00
4.985400000000000000e+04,2.900000000000000000e+01,2.300000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+00
4.983300000000000000e+04,2.100000000000000000e+01,1.900000000000000000e+01,2.100000000000000000e+01,2.000000000000000000e+00
4.984000000000000000e+04,7.000000000000000000e+00,2.100000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+00
4.984100000000000000e+04,1.000000000000000000e+00,1.200000000000000000e+01,2.300000000000000000e+01,1.000000000000000000e+00
4.984500000000000000e+04,4.000000000000000000e+00,1.800000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+00
4.984500000000000000e+04,2.900000000000000000e+01,1.700000000000000000e+01,1.700000000000000000e+01,3.000000000000000000e+00
4.983000000000000000e+04,1.500000000000000000e+01,2.500000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+00
4.983000000000000000e+04,1.700000000000000000e+01,4.800000000000000000e+01,2.600000000000000000e+01,3.000000000000000000e+00
4.982700000000000000e+04,3.000000000000000000e+00,1.400000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
4.982700000000000000e+04,2.100000000000000000e+01,1.800000000000000000e+01,1.800000000000000000e+01,3.000000000000000000e+00
4.977800000000000000e+04,4.900000000000000000e+01,2.900000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+00
4.974600000000000000e+04,3.200000000000000000e+01,4.100000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+00
4.973900000000000000e+04,7.000000000000000000e+00,3.200000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
4.974500000000000000e+04,6.000000000000000000e+00,1.900000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+00
4.976300000000000000e+04,1.800000000000000000e+01,1.900000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+00
4.973500000000000000e+04,2.800000000000000000e+01,9.000000000000000000e+00,1.700000000000000000e+01,2.000000000000000000e+00
4.973500000000000000e+04,2.800000000000000000e+01,4.700000000000000000e+01,2.400000000000000000e+01,3.000000000000000000e+00
4.973500000000000000e+04,2.700000000000000000e+01,2.800000000000000000e+01,2.600000000000000000e+01,3.000000000000000000e+00
4.974400000000000000e+04,9.000000000000000000e+00,1.600000000000000000e+01,2.300000000000000000e+01,1.000000000000000000e+00
4.979000000000000000e+04,4.600000000000000000e+01,1.800000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+00
4.979000000000000000e+04,3.800000000000000000e+01,4.000000000000000000e+01,2.600000000000000000e+01,3.000000000000000000e+00
4.979000000000000000e+04,2.700000000000000000e+01,3.100000000000000000e+01,2.300000000000000000e+01,3.000000000000000000e+00
4.976700000000000000e+04,2.300000000000000000e+01,2.400000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+00
4.972400000000000000e+04,4.300000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
4.968800000000000000e+04,3.600000000000000000e+01,4.400000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+00
4.968800000000000000e+04,4.500000000000000000e+01,4.100000000000000000e+01,2.400000000000000000e+01,3.000000000000000000e+00
4.968800000000000000e+04,3.000000000000000000e+01,1.900000000000000000e+01,1.900000000000000000e+01,3.000000000000000000e+00
4.968400000000000000e+04,4.000000000000000000e+00,1.200000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
4.963800000000000000e+04,4.600000000000000000e+01,3.100000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+00
4.960100000000000000e+04,3.700000000000000000e+01,1.400000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+00
4.960100000000000000e+04,3.700000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00
4.960100000000000000e+04,3.000000000000000000e+01,3.000000000000000000e+01,2.500000000000000000e+01,3.000000000000000000e+00
4.958000000000000000e+04,2.100000000000000000e+01,9.000000000000000000e+00,2.100000000000000000e+01,2.000000000000000000e+00
4.958000000000000000e+04,2.600000000000000000e+01,2.600000000000000000e+01,2.300000000000000000e+01,3.000000000000000000e+00
4.954900000000000000e+04,3.100000000000000000e+01,2.700000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+00
4.953200000000000000e+04,1.700000000000000000e+01,5.000000000000000000e+00,1.800000000000000000e+01,2.000000000000000000e+00
4.954200000000000000e+04,1.000000000000000000e+01,1.800000000000000000e+01,2.300000000000000000e+01,1.000000000000000000e+00
4.950500000000000000e+04,3.700000000000000000e+01,1.400000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+00
4.950500000000000000e+04,4.700000000000000000e+01,2.100000000000000000e+01,2.100000000000000000e+01,3.000000000000000000e+00
4.950200000000000000e+04,3.000000000000000000e+00,2.800000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+00
4.950200000000000000e+04,2.500000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00
4.946500000000000000e+04,3.700000000000000000e+01,4.000000000000000000e+00,1.900000000000000000e+01,2.000000000000000000e+00
4.946000000000000000e+04,5.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00
4.949900000000000000e+04,3.900000000000000000e+01,2.100000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+00
4.947900000000000000e+04,2.000000000000000000e+01,2.200000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+00
4.951800000000000000e+04,3.900000000000000000e+01,1.700000000000000000e+01,2.200000000000000000e+01,1.000000000000000000e+00
4.949800000000000000e+04,2.000000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00
